drugbank_id	gene	gene_name	HGNC	drug_name	drug_type	action	simplified_action	known_action	taxid
DB08499	CASP3	Caspase-3	HGNC:1504	N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide	small molecule		other	unknown	9606
DB08500	PYGM	Glycogen phosphorylase, muscle form	HGNC:9726	(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(2-naphthyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol	small molecule		other	unknown	9606
DB08503	PYGM	Glycogen phosphorylase, muscle form	HGNC:9726	(3S,5R,7R,8S,9S,10R)-7-(hydroxymethyl)-3-(4-methylphenyl)-1,6-dioxa-2-azaspiro[4.5]decane-8,9,10-triol	small molecule		other	unknown	9606
DB08504	DPP4	Dipeptidyl peptidase 4	HGNC:3009	6-(4-{(1S,2S)-2-AMINO-1-[(DIMETHYLAMINO)CARBONYL]-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-3-OXOPROPYL}PHENYL)-1H-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-4-IUM	small molecule		other	unknown	9606
DB08507	MMP3	Stromelysin-1	HGNC:7173	N-[[2-METHYL-4-HYDROXYCARBAMOYL]BUT-4-YL-N]-BENZYL-P-[PHENYL]-P-[METHYL]PHOSPHINAMID	small molecule		other	unknown	9606
DB08510	IGHG2	Ig gamma-2 chain C region	HGNC:5526	5-ALPHA-PREGNANE-3-BETA-OL-HEMISUCCINATE	small molecule		other	unknown	9606
DB08513	INSR	Insulin receptor	HGNC:6091	[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID	small molecule		other	unknown	9606
DB08513	IRS1	Insulin receptor substrate 1	HGNC:6125	[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID	small molecule		other	unknown	9606
DB08513	MAPK1	Mitogen-activated protein kinase 1	HGNC:6871	[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID	small molecule		other	unknown	9606
DB08515	PSMA1	Proteasome subunit alpha type-1	HGNC:9530	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	small molecule		other	unknown	9606
DB08515	PSMA2	Proteasome subunit alpha type-2	HGNC:9531	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	small molecule		other	unknown	9606
DB08515	PSMA3	Proteasome subunit alpha type-3	HGNC:9532	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	small molecule		other	unknown	9606
DB08515	PSMA4	Proteasome subunit alpha type-4	HGNC:9533	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	small molecule		other	unknown	9606
DB08515	PSMA5	Proteasome subunit alpha type-5	HGNC:9534	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	small molecule		other	unknown	9606
DB08515	PSMA6	Proteasome subunit alpha type-6	HGNC:9535	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	small molecule		other	unknown	9606
DB08515	PSMA7	Proteasome subunit alpha type-7	HGNC:9536	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	small molecule		other	unknown	9606
DB08515	PSMB1	Proteasome subunit beta type-1	HGNC:9537	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	small molecule		other	unknown	9606
DB08515	PSMB2	Proteasome subunit beta type-2	HGNC:9539	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	small molecule		other	unknown	9606
DB08515	PSMB3	Proteasome subunit beta type-3	HGNC:9540	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	small molecule		other	unknown	9606
DB08515	PSMB4	Proteasome subunit beta type-4	HGNC:9541	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	small molecule		other	unknown	9606
DB08515	PSMB5	Proteasome subunit beta type-5	HGNC:9542	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	small molecule		other	unknown	9606
DB08515	PSMB6	Proteasome subunit beta type-6	HGNC:9543	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	small molecule		other	unknown	9606
DB08515	PSMB7	Proteasome subunit beta type-7	HGNC:9544	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	small molecule		other	unknown	9606
DB08516	MAOB	Amine oxidase [flavin-containing] B	HGNC:6834	(S)-(+)-2-[4-(FLUOROBENZYLOXY-BENZYLAMINO)PROPIONAMIDE]	small molecule		other	unknown	9606
DB08519	KDR	Vascular endothelial growth factor receptor 2	HGNC:6307	N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine	small molecule		other	unknown	9606
DB08520	FKBP1A	Peptidyl-prolyl cis-trans isomerase FKBP1A	HGNC:3711	(21S)-1AZA-4,4-DIMETHYL-6,19-DIOXA-2,3,7,20-TETRAOXOBICYCLO[19.4.0] PENTACOSANE	small molecule		other	unknown	9606
DB08521	MAPK1	Mitogen-activated protein kinase 1	HGNC:6871	4-[5-(4-FLUORO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-3H-IMIDAZOL-4-YL]-PYRIDINE	small molecule		other	unknown	9606
DB08521	MAPK14	Mitogen-activated protein kinase 14	HGNC:6876	4-[5-(4-FLUORO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-3H-IMIDAZOL-4-YL]-PYRIDINE	small molecule		other	unknown	9606
DB08522	MAPK14	Mitogen-activated protein kinase 14	HGNC:6876	4-(4-FLUOROPHENYL)-1-CYCLOROPROPYLMETHYL-5-(4-PYRIDYL)-IMIDAZOLE	small molecule		other	unknown	9606
DB08526	CTSH	Pro-cathepsin H	HGNC:2535	CARBOBENZYLOXY-(L)-LEUCINYL-(L)LEUCINYL METHOXYMETHYLKETONE	small molecule		other	unknown	9606
DB08527	CCNA2	Cyclin-A2	HGNC:1578	1-[4-(AMINOSULFONYL)PHENYL]-1,6-DIHYDROPYRAZOLO[3,4-E]INDAZOLE-3-CARBOXAMIDE	small molecule		other	unknown	9606
DB08527	CDK2	Cyclin-dependent kinase 2	HGNC:1771	1-[4-(AMINOSULFONYL)PHENYL]-1,6-DIHYDROPYRAZOLO[3,4-E]INDAZOLE-3-CARBOXAMIDE	small molecule		other	unknown	9606
DB08529	GGPS1	Geranylgeranyl pyrophosphate synthase	HGNC:4249	(6E,11E)-HEPTADECA-6,11-DIENE-9,9-DIYLBIS(PHOSPHONIC ACID)	small molecule		other	unknown	9606
DB08530	DPP4	Dipeptidyl peptidase 4	HGNC:3009	7-BENZYL-1,3-DIMETHYL-8-PIPERAZIN-1-YL-3,7-DIHYDRO-PURINE-2,6-DIONE	small molecule		other	unknown	9606
DB08531	CDK2	Cyclin-dependent kinase 2	HGNC:1771	5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine	small molecule		other	unknown	9606
DB08532	CDK2	Cyclin-dependent kinase 2	HGNC:1771	6-(2-fluorophenyl)-N-(pyridin-3-ylmethyl)imidazo[1,2-a]pyrazin-8-amine	small molecule		other	unknown	9606
DB08533	CDK2	Cyclin-dependent kinase 2	HGNC:1771	3-methyl-N-(pyridin-4-ylmethyl)imidazo[1,2-a]pyrazin-8-amine	small molecule		other	unknown	9606
DB08534	CDK2	Cyclin-dependent kinase 2	HGNC:1771	5-(2-fluorophenyl)-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine	small molecule		other	unknown	9606
DB08535	CDK2	Cyclin-dependent kinase 2	HGNC:1771	3-bromo-5-phenyl-N-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine	small molecule		other	unknown	9606
DB08536	CDK2	Cyclin-dependent kinase 2	HGNC:1771	3-bromo-5-phenyl-N-(pyrimidin-5-ylmethyl)pyrazolo[1,5-a]pyridin-7-amine	small molecule		other	unknown	9606
DB08537	CDK2	Cyclin-dependent kinase 2	HGNC:1771	3-bromo-6-phenyl-N-(pyrimidin-5-ylmethyl)imidazo[1,2-a]pyridin-8-amine	small molecule		other	unknown	9606
DB08538	CDK2	Cyclin-dependent kinase 2	HGNC:1771	N-((2-aminopyrimidin-5-yl)methyl)-5-(2,6-difluorophenyl)-3-ethylpyrazolo[1,5-a]pyrimidin-7-amine	small molecule		other	unknown	9606
DB08539	CDK2	Cyclin-dependent kinase 2	HGNC:1771	3-cyclopropyl-5-phenyl-N-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine	small molecule		other	unknown	9606
DB08545		Hepatitis B virus receptor binding protein		(1R)-1-PHENYLETHYL 4-(ACETYLAMINO)BENZYLPHOSPHONATE	small molecule		other	unknown	9606
DB08546	F2	Prothrombin	HGNC:3535	4-[(3AS,4R,7R,8AS,8BR)-2-(1,3-BENZODIOXOL-5-YLMETHYL)-7-HYDROXY-1,3-DIOXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZENECARBOXIMIDAMIDE	small molecule		other	unknown	9606
DB08547	IGHG2	Ig gamma-2 chain C region	HGNC:5526	PROGESTERONE-11-ALPHA-OL-HEMISUCCINATE	small molecule		other	unknown	9606
DB08549	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	HGNC:9642	(3R)-METHYLCARBAMOYL-7-SULFOAMINO-3,4-DIHYDRO-1H-ISOQUINOLINE-2-CARBOXYLIC ACID BENZYL ESTER	small molecule		other	unknown	9606
DB08550	PNMT	Phenylethanolamine N-methyltransferase	HGNC:9160	7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline	small molecule		other	unknown	9606
DB08553	BRAF	Serine/threonine-protein kinase B-raf	HGNC:1097	(1E)-5-(1-piperidin-4-yl-3-pyridin-4-yl-1H-pyrazol-4-yl)-2,3-dihydro-1H-inden-1-one oxime	small molecule		other	unknown	9606
DB08555	MAPK10	Mitogen-activated protein kinase 10	HGNC:6872	1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline	small molecule		other	unknown	9606
DB08557	HSP90AA1	Heat shock protein HSP 90-alpha	HGNC:5253	2-[(2-methoxyethyl)amino]-4-(4-oxo-1,2,3,4-tetrahydro-9H-carbazol-9-yl)benzamide	small molecule		other	unknown	9606
DB08558	ADRB1	Beta-1 adrenergic receptor	HGNC:285	2-HYDROXYMETHYL-6-OCTYLSULFANYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL	small molecule		other	unknown	9606
DB08558	LCT	Lactase-phlorizin hydrolase	HGNC:6530	2-HYDROXYMETHYL-6-OCTYLSULFANYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL	small molecule		other	unknown	9606
DB08560	PPARG	Peroxisome proliferator-activated receptor gamma	HGNC:9236	3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE	small molecule		other	unknown	9606
DB08561	MMP13	Collagenase 3	HGNC:7159	BENZYL 6-BENZYL-5,7-DIOXO-6,7-DIHYDRO-5H-[1,3]THIAZOLO[3,2-C]PYRIMIDINE-2-CARBOXYLATE	small molecule		other	unknown	9606
DB08562	IGHG1	Ig gamma-1 chain C region	HGNC:5525	4-(4-STYRYL-PHENYLCARBAMOYL)-BUTYRIC ACID	small molecule		other	unknown	9606
DB08562	IGKC	Ig kappa chain C region	HGNC:5716	4-(4-STYRYL-PHENYLCARBAMOYL)-BUTYRIC ACID	small molecule		other	unknown	9606
DB08562	IGKV2D-28	Immunoglobulin kappa variable 2D-28	HGNC:5799	4-(4-STYRYL-PHENYLCARBAMOYL)-BUTYRIC ACID	small molecule		other	unknown	9606
DB08564	SRC	Proto-oncogene tyrosine-protein kinase Src	HGNC:11283	(2E)-N-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide	small molecule		other	unknown	9606
DB08565	CTRB1	Chymotrypsinogen B	HGNC:2521	L-1-naphthyl-2-acetamido-ethane boronic acid	small molecule		other	unknown	9606
DB08566	CTRB1	Chymotrypsinogen B	HGNC:2521	D-1-naphthyl-2-acetamido-ethane boronic acid	small molecule		other	unknown	9606
DB08568	PKIA	cAMP-dependent protein kinase inhibitor alpha	HGNC:9017	(2S)-1-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-PHENYLPROPAN-2-AMINE	small molecule		other	unknown	9606
DB08568	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	HGNC:9380	(2S)-1-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-PHENYLPROPAN-2-AMINE	small molecule		other	unknown	9606
DB08569	PKIA	cAMP-dependent protein kinase inhibitor alpha	HGNC:9017	3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE	small molecule		other	unknown	9606
DB08569	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	HGNC:9380	3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE	small molecule		other	unknown	9606
DB08572	CCNA2	Cyclin-A2	HGNC:1578	4-{[4-AMINO-6-(CYCLOHEXYLMETHOXY)-5-NITROSOPYRIMIDIN-2-YL]AMINO}BENZAMIDE	small molecule		other	unknown	9606
DB08572	CDK2	Cyclin-dependent kinase 2	HGNC:1771	4-{[4-AMINO-6-(CYCLOHEXYLMETHOXY)-5-NITROSOPYRIMIDIN-2-YL]AMINO}BENZAMIDE	small molecule		other	unknown	9606
DB08574	MLLT4	Afadin	HGNC:7137	(5R)-2-SULFANYL-5-[4-(TRIFLUOROMETHYL)BENZYL]-1,3-THIAZOL-4-ONE	small molecule		other	unknown	9606
DB08575	MME	Neprilysin	HGNC:7154	2-[(1S)-1-BENZYL-2-SULFANYLETHYL]-1H-IMIDAZO[4,5-C]PYRIDIN-5-IUM	small molecule		other	unknown	9606
DB08577	FGFR1	Fibroblast growth factor receptor 1	HGNC:3688	3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE	small molecule		other	unknown	9606
DB08583	ABL1	Tyrosine-protein kinase ABL1	HGNC:76	2-amino-5-[3-(1-ethyl-1H-pyrazol-5-yl)-1H-pyrrolo[2,3-b]pyridin-5-yl]-N,N-dimethylbenzamide	small molecule		other	unknown	9606
DB08584	MET	Hepatocyte growth factor receptor	HGNC:7029	6-{[6-(1-methyl-1H-pyrazol-4-yl)[1,2,4]triazolo[4,3-b]pyridazin-3-yl]sulfanyl}quinoline	small molecule		other	unknown	9606
DB08588	DPP4	Dipeptidyl peptidase 4	HGNC:3009	2-({2-[(3R)-3-AMINOPIPERIDIN-1-YL]-4-OXOQUINAZOLIN-3(4H)-YL}METHYL)BENZONITRILE	small molecule		other	unknown	9606
DB08590	IRAK4	Interleukin-1 receptor-associated kinase 4	HGNC:17967	1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE	small molecule		other	unknown	9606
DB08591	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	HGNC:9642	5-(4-METHOXYBIPHENYL-3-YL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE	small molecule		other	unknown	9606
DB08593	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	HGNC:9642	1,2,5-THIADIAZOLIDIN-3-ONE-1,1-DIOXIDE	small molecule		other	unknown	9606
DB08594	CTSK	Cathepsin K	HGNC:2536	TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE	small molecule		other	unknown	9606
DB08595	ESR1	Estrogen receptor	HGNC:3467	4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	small molecule		other	unknown	9606
DB08595	NCOA2	Nuclear receptor coactivator 2	HGNC:7669	4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	small molecule		other	unknown	9606
DB08596	RNASE1	Ribonuclease pancreatic	HGNC:10044	5'-deoxy-5'-piperidin-1-ylthymidine	small molecule		other	unknown	9606
DB08597	ACVR1	Activin receptor type-1	HGNC:171	6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine	small molecule		other	unknown	9606
DB08597	FKBP1A	Peptidyl-prolyl cis-trans isomerase FKBP1A	HGNC:3711	6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine	small molecule		other	unknown	9606
DB08599	MMP12	Macrophage metalloelastase	HGNC:7158	N-[(4-methoxyphenyl)sulfonyl]-D-alanine	small molecule		other	unknown	9606
DB08601	NCOA2	Nuclear receptor coactivator 2	HGNC:7669	tributylstannanyl	small molecule		other	unknown	9606
DB08601	RXRA	Retinoic acid receptor RXR-alpha	HGNC:10477	tributylstannanyl	small molecule		other	unknown	9606
DB08602	PDE7A	High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A	HGNC:8791	3-(2,6-difluorophenyl)-2-(methylthio)quinazolin-4(3H)-one	small molecule		other	unknown	9606
DB08604	AR	Androgen receptor	HGNC:644	Triclosan	small molecule		other	unknown	9606
DB08604	NR1I2	Nuclear receptor subfamily 1 group I member 2	HGNC:7968	Triclosan	small molecule		other	unknown	9606
DB08604	NR1I3	Nuclear receptor subfamily 1 group I member 3	HGNC:7969	Triclosan	small molecule	inverse agonist	negaive	unknown	9606
DB08604	PPARG	Peroxisome proliferator-activated receptor gamma	HGNC:9236	Triclosan	small molecule		other	unknown	9606
DB08604	TPO	Thyroid peroxidase	HGNC:12015	Triclosan	small molecule	weak inhibitor	negaive	unknown	9606
DB08605	DECR1	2,4-dienoyl-CoA reductase, mitochondrial	HGNC:2753	6-METHYL-2(PROPANE-1-SULFONYL)-2H-THIENO[3,2-D][1,2,3]DIAZABORININ-1-OL	small molecule		other	unknown	9606
DB08607	CYP2C8	Cytochrome P450 2C8	HGNC:2622	(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE	small molecule		other	unknown	9606
DB08608	PDK2	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial	HGNC:8810	4-({(2R,5S)-2,5-DIMETHYL-4-[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]PIPERAZIN-1-YL}CARBONYL)BENZONITRILE	small molecule		other	unknown	9606
DB08609	PDK2	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial	HGNC:8810	(N-{4-[(ETHYLANILINO)SULFONYL]-2-METHYLPHENYL}-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANAMIDE	small molecule		other	unknown	9606
DB08610	PDK2	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial	HGNC:8810	N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE	small molecule		other	unknown	9606
DB08611	CTSS	Cathepsin S	HGNC:2545	2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL	small molecule		other	unknown	9606
DB08612	CES1P1	Putative inactive carboxylesterase 4	HGNC:18546	1,1,1-TRIFLUORO-3-(OCTYLTHIO)ACETONE	small molecule		other	unknown	9606
DB08613	HDAC4	Histone deacetylase 4	HGNC:14063	2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL	small molecule		other	unknown	9606
DB08614	CELA1	Chymotrypsin-like elastase family member 1	HGNC:3308	3-[[(METHYLAMINO)SULFONYL]AMINO]-2-OXO-6-PHENYL-N-[3,3,3-TRIFLUORO-1-(1-METHYLETHYL)-2-OXOPHENYL]-1(2H)-PYRIDINE ACETAMIDE	small molecule		other	unknown	9606
DB08615	ACHE	Acetylcholinesterase	HGNC:108	2-[4-(DIMETHYLAMINO)PHENYL]-6-HYDROXY-3-METHYL-1,3-BENZOTHIAZOL-3-IUM	small molecule		other	unknown	9606
DB08617	YARS	Tyrosine--tRNA ligase, cytoplasmic	HGNC:12840	4-(2,2,2-TRIFLUOROETHYL)-L-PHENYLALANINE	small molecule		other	unknown	9606
DB08618	IGHG2	Ig gamma-2 chain C region	HGNC:5526	3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER	small molecule		other	unknown	9606
DB08620	CHRFAM7A	CHRNA7-FAM7A fusion protein	HGNC:15781	{(2Z)-3-[(6-chloropyridin-3-yl)methyl]-1,3-thiazolidin-2-ylidene}cyanamide	small molecule		other	unknown	9606
DB08624	AHR	Aryl hydrocarbon receptor	HGNC:348	BENZOTHIAZOLE	small molecule		other	unknown	9606
DB08624	F2	Prothrombin	HGNC:3535	BENZOTHIAZOLE	small molecule		other	unknown	9606
DB08626	MME	Neprilysin	HGNC:7154	Thiorphan	small molecule	inhibitor	negaive	unknown	9606
DB08629	ATP5A1	ATP synthase subunit alpha, mitochondrial	HGNC:823	N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE	small molecule		other	unknown	9606
DB08629	ATP5B	ATP synthase subunit beta, mitochondrial	HGNC:830	N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE	small molecule		other	unknown	9606
DB08629	ATP5C1	ATP synthase subunit gamma, mitochondrial	HGNC:833	N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE	small molecule		other	unknown	9606
DB08631	PNMT	Phenylethanolamine N-methyltransferase	HGNC:9160	N-(4-CHLOROPHENYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE	small molecule		other	unknown	9606
DB08632	HBA1	Hemoglobin subunit alpha	HGNC:4823	1,3,5-BENZENETRICARBOXYLIC ACID	small molecule		other	unknown	9606
DB08632	HBB	Hemoglobin subunit beta	HGNC:4827	1,3,5-BENZENETRICARBOXYLIC ACID	small molecule		other	unknown	9606
DB08633	METAP2	Methionine aminopeptidase 2	HGNC:16672	TNP-470	small molecule		other	unknown	9606
DB08635	IGHV3-30	Immunoglobulin heavy variable 3-30	HGNC:5591	N-(TRANS-4'-NITRO-4-STILBENYL)-N-METHYL-5-AMINO-PENTANOIC ACID	small molecule		other	unknown	9606
DB08640	CELA1	Chymotrypsin-like elastase family member 1	HGNC:3308	(2S,3S)-3-FORMYL-2-({[(4-METHYLPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID	small molecule		other	unknown	9606
DB08641	CELA1	Chymotrypsin-like elastase family member 1	HGNC:3308	(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID	small molecule		other	unknown	9606
DB08642	DHFR	Dihydrofolate reductase	HGNC:2861	(2R,6S)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine	small molecule		other	unknown	9606
DB08643	MMP3	Stromelysin-1	HGNC:7173	2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER	small molecule		other	unknown	9606
DB08645	CA2	Carbonic anhydrase 2	HGNC:1373	6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE	small molecule		other	unknown	9606
DB08647	IGKC	Ig kappa chain C region	HGNC:5716	TRAZEOLIDE	small molecule		other	unknown	9606
DB08651	TOP2B	DNA topoisomerase 2-beta	HGNC:11990	3'-THIO-THYMIDINE-5'-PHOSPHATE	small molecule		other	unknown	9606
DB08654	PNMT	Phenylethanolamine N-methyltransferase	HGNC:9160	TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL	small molecule		other	unknown	9606
DB08655	CREBBP	CREB-binding protein	HGNC:2348	9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE	small molecule		other	unknown	9606
DB08658	BCHE	Cholinesterase	HGNC:983	ETHYL HYDROGEN DIETHYLAMIDOPHOSPHATE	small molecule		other	unknown	9606
DB08659	CA2	Carbonic anhydrase 2	HGNC:1373	2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide	small molecule		other	unknown	9606
DB08660	CSNK2A1	Casein kinase II subunit alpha	HGNC:2457	1,2,5,8-tetrahydroxyanthracene-9,10-dione	small molecule		other	unknown	9606
DB08661	RNASE1	Ribonuclease pancreatic	HGNC:10044	1-(2,5-dideoxy-5-pyrrolidin-1-yl-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione	small molecule		other	unknown	9606
